order_date,customer_id,product_id,brand,quantity,item_price
10/17/2019,14004,P1910,BRAND_J,10,740000
10/24/2019,17220,P2934,BRAND_R,2,604000
11/3/2019,16518,P0908,BRAND_C,8,1045000
8/19/2019,16364,P0128,BRAND_A,4,205000
10/16/2019,15696,P2968,BRAND_R,2,4475000
7/16/2019,12748,P0710,BRAND_C,4,520000
11/4/2019,16791,P0860,BRAND_C,1,1465000
9/26/2019,13069,P3342,BRAND_S,2,205000
12/30/2019,16873,P3203,BRAND_S,32,450000
11/24/2019,14723,P1701,BRAND_H,2,149000
8/19/2019,13814,P2864,BRAND_R,6,1045000
9/19/2019,17841,P1798,BRAND_H,1,604000
10/29/2019,13895,P2074,BRAND_L,3,2200000
10/21/2019,16999,P2521,BRAND_P,4,1745000
12/18/2019,17422,P0122,BRAND_A,12,695000
8/5/2019,14552,P3482,BRAND_S,1,904000
7/4/2019,13397,P1902,BRAND_J,10,740000
11/11/2019,14096,P2022,BRAND_L,1,1748000
7/7/2019,15291,P0931,BRAND_C,4,1395000
12/13/2019,13880,P2853,BRAND_R,6,740000
9/11/2019,15786,P3273,BRAND_S,12,
10/31/2019,14738,P4080,BRAND_W,24,113000
7/10/2019,17651,P1899,BRAND_J,10,740000
10/17/2019,12930,P1741,BRAND_H,6,1045000
10/7/2019,14110,P0817,BRAND_C,12,520000
7/4/2019,15738,P3409,BRAND_S,12,310000
10/15/2019,17450,P3958,BRAND_W,96,607000
11/26/2019,16360,P1879,BRAND_J,1,219000
11/19/2019,15856,P0456,BRAND_B,10,149000
11/22/2019,15028,P3194,BRAND_S,18,1150000
7/25/2019,16316,P2560,BRAND_P,36,79000
11/1/2019,13689,P1900,BRAND_J,100,639000
10/22/2019,13979,P3592,BRAND_S,3,1745000
9/9/2019,13621,P2789,BRAND_P,100,26000
12/2/2019,15719,P1892,BRAND_J,4,740000
12/29/2019,13521,P3344,BRAND_S,2,520000
11/12/2019,16940,P4064,BRAND_W,4,303000
10/1/2019,14360,P2977,BRAND_R,4,1325000
12/19/2019,17096,P3285,BRAND_S,4,1325000
11/11/2019,17757,P0491,BRAND_B,3,450000
11/11/2019,16729,P2102,BRAND_L,10,590000
8/18/2019,15506,P2411,BRAND_P,1,113000
9/5/2019,13985,P3588,BRAND_S,12,695000
11/14/2019,14527,P2598,BRAND_P,3,695000
11/21/2019,15144,P1802,BRAND_H,8,1745000
10/22/2019,13514,P4075,BRAND_W,12,1045000
12/3/2019,17160,P3045,BRAND_R,12,450000
10/25/2019,18041,P1772,BRAND_H,1,240000
12/10/2019,17231,P3537,BRAND_S,2,1745000
7/5/2019,17797,P1983,BRAND_L,1,2900000
12/10/2019,14725,P0737,BRAND_C,10,310000
12/5/2019,14096,P0790,BRAND_C,1,1164000
12/29/2019,17936,P0794,BRAND_C,12,159000
10/31/2019,12923,P0171,BRAND_A,1,1325000
10/10/2019,18259,P0232,BRAND_A,12,450000
10/22/2019,13016,P0303,BRAND_B,6,1045000
10/16/2019,16358,P0623,BRAND_B,10,695000
12/12/2019,14034,P0170,BRAND_A,1,1325000
10/8/2019,15343,P0061,BRAND_A,2,3144000
11/29/2019,15453,P1746,BRAND_H,2,289000
10/11/2019,18055,P0002,BRAND_A,4,904000
7/16/2019,15507,P1771,BRAND_H,5,240000
9/6/2019,15249,P2094,BRAND_L,20,590000
12/26/2019,16496,P2770,BRAND_P,12,747000
12/11/2019,13297,P1686,BRAND_H,72,376000
10/23/2019,14649,P0898,BRAND_C,1,740000
11/27/2019,15576,P2447,BRAND_P,96,884000
10/3/2019,17634,P1786,BRAND_H,2,1745000
12/22/2019,14093,P1730,BRAND_H,1,450000
8/5/2019,17340,P0170,BRAND_A,4,1325000
8/13/2019,17419,P4017,BRAND_W,4,1325000
11/5/2019,13517,P1744,BRAND_H,4,1465000
10/6/2019,15502,P0588,BRAND_B,2,5945000
7/26/2019,16317,P3222,BRAND_S,2,2200000
8/11/2019,14013,P2555,BRAND_P,6,904000
9/25/2019,12477,P3077,BRAND_R,12,590000
10/8/2019,16279,P2794,BRAND_P,2,747000
12/17/2019,16474,P3591,BRAND_S,2,740000
10/27/2019,16930,P0735,BRAND_C,10,310000
9/22/2019,16686,P3008,BRAND_R,1,1745000
10/30/2019,17511,P3933,BRAND_W,12,2200000
12/4/2019,15531,P1674,BRAND_H,1,747000
12/27/2019,13780,P3589,BRAND_S,3,1465000
7/2/2019,16081,P1742,BRAND_H,12,590000
11/29/2019,18022,P0132,BRAND_A,1,205000
9/3/2019,16053,P0519,BRAND_B,8,310000
11/6/2019,16753,P0156,BRAND_A,1,2095000
11/1/2019,17509,P3128,BRAND_S,12,450000
12/6/2019,15965,P0122,BRAND_A,1,695000
12/29/2019,17827,P0098,BRAND_A,1,1325000
12/27/2019,16426,P0085,BRAND_A,2,450000
9/26/2019,14298,P2715,BRAND_P,24,904000
11/7/2019,18160,P3215,BRAND_S,6,1325000
12/26/2019,14051,P1681,BRAND_H,48,747000
